time,latitude,longitude,depth,mag,place
2012-04-17T03:50:15.610Z,-32.625,-71.365,29,6.7,Chile
2012-04-15T05:57:40.060Z,2.581,90.269,25,6.2,off the west coast of northern Sumatra
2012-04-14T22:05:26.430Z,-18.972,168.741,11,6.2,Vanuatu
2012-04-14T10:56:19.380Z,-57.679,-65.308,15,6.2,Drake Passage
2012-04-12T07:15:48.500Z,28.696,-113.104,13,7,Mexico
2012-04-12T07:06:00.570Z,28.837,-113.027,9,6,Mexico
2012-04-11T22:55:10.250Z,18.229,-102.689,20,6.5,Mexico
2012-04-11T22:41:46.040Z,43.584,-127.638,8,6,off the coast of Oregon
2012-04-11T10:43:10.850Z,0.802,92.463,25.1,8.2,off the west coast of northern Sumatra
2012-04-11T09:27:56.760Z,1.254,91.735,10,6,North Indian Ocean
2012-04-11T08:38:36.720Z,2.327,93.063,20,8.6,off the west coast of northern Sumatra
2012-04-06T16:15:58.010Z,-4.551,153.457,108.5,6.1,Papua New Guinea
2012-04-02T17:36:42.060Z,16.395,-98.316,9,6,Mexico
2012-03-27T11:00:44.500Z,39.859,142.017,15,6.1,Japan
2012-03-26T18:12:52.850Z,10.071,-104.16,10,6,northern East Pacific Rise
2012-03-25T22:37:06.000Z,-35.2,-72.217,40.7,7.1,Chile
2012-03-21T22:15:06.130Z,-6.242,145.955,118,6.6,Papua New Guinea
2012-03-20T18:02:47.440Z,16.493,-98.231,20,7.4,Mexico
2012-03-20T17:56:18.800Z,-3.812,140.266,66,6.1,Indonesia
2012-03-14T21:13:08.040Z,-5.595,151.042,28,6.2,Papua New Guinea
2012-03-14T12:05:04.520Z,35.687,140.695,10,6,Japan
2012-03-14T10:49:24.580Z,40.781,144.761,10,6.1,Japan
2012-03-14T09:08:35.140Z,40.887,144.944,12,6.9,Japan
2012-03-09T07:09:50.950Z,-19.125,169.613,16,6.7,Vanuatu
2012-03-05T07:46:10.040Z,-28.246,-63.294,553.9,6.1,Argentina
2012-03-03T12:19:55.090Z,-22.141,170.34,14,6.6,southeast of the Loyalty Islands
2012-02-26T06:17:19.760Z,51.708,95.991,12,6.7,Russia
2012-02-26T05:21:24.630Z,-24.495,-177.238,10,6,south of the Fiji Islands
2012-02-14T08:19:55.470Z,-10.39,161.102,51,6.4,Solomon Islands
2012-02-06T10:10:19.850Z,9.885,123.095,9,6,Philippines
2012-02-06T03:49:12.520Z,9.999,123.206,11,6.7,Philippines
2012-02-05T16:40:39.160Z,-17.948,167.226,8,6.1,Vanuatu
2012-02-05T00:15:38.900Z,-18.894,168.917,145,6.1,Vanuatu
2012-02-03T03:46:21.150Z,-17.378,167.277,8,6.1,Vanuatu
2012-02-02T13:34:40.650Z,-17.827,167.133,23,7.1,Vanuatu
2012-01-30T05:11:00.950Z,-14.168,-75.635,43,6.4,near the coast of central Peru
2012-01-24T00:52:05.230Z,-24.977,178.52,580.3,6.3,south of the Fiji Islands
2012-01-23T16:04:52.980Z,-36.409,-73.03,20,6.1,Chile
2012-01-22T05:53:42.080Z,-56.759,-25.147,13,6,South Sandwich Islands region
2012-01-21T18:47:11.560Z,14.873,-93.005,45,6.2,Mexico
2012-01-15T14:21:31.370Z,-60.882,-55.965,10,6,South Shetland Islands
2012-01-15T13:40:19.540Z,-60.948,-56.113,8,6.6,South Shetland Islands
2012-01-10T18:36:59.080Z,2.433,93.21,19,7.2,off the west coast of northern Sumatra
2012-01-09T04:07:14.670Z,-10.617,165.16,28,6.4,Santa Cruz Islands
2012-01-01T05:27:55.980Z,31.456,138.072,365.3,6.8,Japan region
2011-12-27T15:21:56.840Z,51.842,95.911,15,6.6,Russia
2011-12-26T04:48:08.870Z,-16.198,-173.862,90,6,Tonga
2011-12-15T10:10:07.210Z,-32.718,-179.099,32,6,south of the Kermadec Islands
2011-12-14T05:04:58.630Z,-7.551,146.809,135,7.1,Papua New Guinea
2011-12-13T07:52:11.930Z,0.041,123.03,161,6,Indonesia
2011-12-11T09:54:55.200Z,-56.009,-28.184,116,6.2,South Sandwich Islands region
2011-12-11T01:47:25.560Z,17.986,-99.789,59,6.5,Mexico
2011-12-07T22:23:09.730Z,-27.899,-70.918,20,6.1,Chile
2011-11-30T00:27:06.990Z,15.455,118.999,9,6,Philippine Islands region
2011-11-28T12:26:45.450Z,-5.48,153.733,25,6.1,Papua New Guinea
2011-11-24T10:25:34.030Z,41.898,142.639,38,6.2,Japan region
2011-11-23T19:24:31.470Z,37.365,141.368,34,6.1,Japan
2011-11-22T18:48:16.300Z,-15.364,-65.09,549.9,6.6,Bolivia
2011-11-17T01:57:05.730Z,-1.702,-81.546,26.6,6,off the coast of Ecuador
2011-11-14T04:05:11.390Z,-0.949,126.91,17,6.3,Molucca Sea
2011-11-11T10:41:37.480Z,-55.981,-124.439,10,6,southern East Pacific Rise
2011-11-08T02:59:08.510Z,27.324,125.621,224.9,6.9,northeast of Taiwan
2011-11-07T22:35:25.630Z,11.56,-85.861,177,6,Nicaragua
2011-11-02T14:59:27.940Z,-55.294,-128.843,10,6.1,Pacific-Antarctic Ridge
2011-11-01T12:32:00.430Z,19.831,-109.205,10,6.3,Revilla Gigedo Islands region
2011-10-28T18:54:34.040Z,-14.438,-75.966,24,6.9,near the coast of central Peru
2011-10-27T00:15:24.520Z,-17.941,-179.531,602.9,6,Fiji region
2011-10-23T10:41:23.250Z,38.721,43.508,18,7.1,eastern Turkey
2011-10-21T17:57:16.100Z,-28.993,-176.238,33,7.4,Kermadec Islands region
2011-10-21T08:02:37.950Z,43.892,142.479,187,6.1,Japan region
2011-10-18T05:05:06.250Z,-5.785,151.037,26,6.1,Papua New Guinea
2011-10-14T06:10:14.600Z,54.08,123.722,12,6,Russia
2011-10-14T03:35:14.810Z,-6.57,147.881,37,6.5,Papua New Guinea
2011-10-13T03:16:30.160Z,-9.35,114.587,39,6.1,Indonesia
2011-10-07T08:58:28.910Z,-32.514,-179.038,36,6.1,south of the Kermadec Islands
2011-09-22T23:07:03.570Z,-15.437,-175.311,10,6.4,Tonga
2011-09-18T12:40:51.830Z,27.73,88.155,50,6.9,India
2011-09-16T19:26:40.260Z,40.273,142.779,30,6.7,Japan
2011-09-15T19:31:04.080Z,-21.611,-179.528,644.6,7.3,Fiji region
2011-09-15T08:00:09.640Z,36.256,141.338,28,6.1,Japan
2011-09-15T07:53:18.630Z,-35.366,-179.039,10,6.1,east of the North Island of New Zealand
2011-09-14T18:10:09.000Z,53.107,172.984,15,6,Alaska
2011-09-09T19:41:34.150Z,49.535,-126.893,22,6.4,Canada region
2011-09-05T17:55:11.220Z,2.965,97.893,91,6.7,Indonesia
2011-09-05T09:52:01.130Z,-15.295,-173.621,37,6.2,Tonga
2011-09-03T22:55:40.920Z,-20.671,169.716,185.1,7,Vanuatu
2011-09-03T04:48:57.310Z,-56.451,-26.847,84,6.4,South Sandwich Islands region
2011-09-02T13:47:09.620Z,-28.398,-63.029,578.9,6.7,Argentina
2011-09-02T10:55:53.590Z,52.171,-171.708,32,6.9,Alaska
2011-09-01T06:14:38.870Z,-12.36,166.656,41,6,Santa Cruz Islands
2011-08-30T06:57:41.610Z,-6.362,126.752,469.8,6.9,Banda Sea
2011-08-24T23:06:17.090Z,-18.155,167.727,13,6.2,Vanuatu
2011-08-24T17:46:11.650Z,-7.641,-74.525,147,7,northern Peru
2011-08-22T20:12:20.950Z,-6.282,104.054,29,6.1,Indonesia
2011-08-20T18:19:23.550Z,-18.311,168.218,28,7.1,Vanuatu
2011-08-20T17:13:06.380Z,-18.308,168.156,35,6.5,Vanuatu
2011-08-20T16:55:02.810Z,-18.365,168.143,32,7.2,Vanuatu
2011-08-19T05:36:33.040Z,37.671,141.652,47,6.2,Japan
2011-08-19T03:54:26.780Z,-16.522,-177.004,407.9,6.2,Fiji region
2011-08-17T11:44:08.370Z,36.765,143.77,9,6.1,Japan
2011-08-16T11:03:56.430Z,-2.323,128.011,26,6.1,Indonesia
2011-08-10T23:45:43.040Z,-7.04,-12.618,10,6,Ascension Island region
2011-08-04T13:51:34.560Z,48.833,154.769,36,6.1,Kuril Islands
2011-07-31T23:38:56.610Z,-3.518,144.828,10,6.6,Papua New Guinea
2011-07-31T14:34:47.320Z,-17.016,171.579,10,6.1,Vanuatu region
2011-07-30T18:53:50.720Z,36.942,140.955,38,6.3,Japan
2011-07-29T07:42:23.400Z,-23.801,179.751,532,6.7,south of the Fiji Islands
2011-07-26T17:44:20.380Z,25.101,-109.525,12,6,Gulf of California
2011-07-25T00:50:47.590Z,-3.182,150.611,10,6.3,Papua New Guinea
2011-07-24T18:51:25.070Z,37.73,141.39,40,6.3,Japan
2011-07-23T04:34:24.180Z,38.898,141.815,41,6.3,Japan
2011-07-21T23:01:42.510Z,-62.496,164.452,10,6,Balleny Islands region
2011-07-20T22:04:59.320Z,-10.34,162.01,21,6,Solomon Islands
2011-07-19T19:35:43.480Z,40.081,71.41,20,6.1,Kyrgyzstan
2011-07-16T19:59:12.890Z,54.787,-161.29,36,6.1,Alaska Peninsula
2011-07-16T00:26:12.640Z,-33.819,-71.832,20,6,Chile
2011-07-15T13:26:02.950Z,-60.762,-23.523,10,6.1,South Sandwich Islands region
2011-07-11T20:47:04.300Z,9.509,122.175,19,6.4,Philippines
2011-07-10T00:57:10.800Z,38.034,143.264,23,7,Japan
2011-07-09T19:35:18.750Z,-29.436,-177.007,15.2,6,New Zealand
2011-07-09T15:02:27.240Z,-29.337,-177.051,14,6,New Zealand
2011-07-06T19:03:18.260Z,-29.539,-176.34,17,7.6,Kermadec Islands region
2011-06-26T12:16:38.600Z,-2.384,136.631,17,6.3,Indonesia
2011-06-24T06:33:07.850Z,-10.925,165.931,72.1,6.1,Santa Cruz Islands
2011-06-24T03:09:39.470Z,52.05,-171.836,52,7.3,Alaska
2011-06-22T21:50:52.350Z,39.955,142.205,33,6.7,Japan
2011-06-21T02:04:15.940Z,-11.479,165.551,14,6,Santa Cruz Islands
2011-06-20T16:36:01.160Z,-21.701,-68.228,128,6.4,Chile
2011-06-16T00:03:35.790Z,-5.928,151.04,16,6.4,Papua New Guinea
2011-06-13T14:31:22.990Z,2.515,126.457,61.1,6.3,Molucca Sea
2011-06-05T11:51:12.010Z,-55.843,146.62,3,6.4,west of Macquarie Island
2011-06-03T00:05:00.830Z,37.285,143.907,14,6.1,Japan
2011-06-01T12:55:22.380Z,-37.578,-73.691,21,6.3,Chile
2011-05-15T18:37:10.370Z,-6.104,154.414,40,6.4,Papua New Guinea
2011-05-15T13:08:13.060Z,0.569,-25.647,10,6.1,central Mid-Atlantic Ridge
2011-05-13T23:35:52.860Z,37.396,141.341,35,6.1,Japan
2011-05-10T08:55:08.930Z,-20.244,168.226,11,6.8,New Caledonia
2011-05-05T14:58:18.680Z,38.17,144.032,11,6,Japan
2011-04-30T08:19:16.710Z,6.854,-82.33,12,6.1,south of Panama
2011-04-24T23:07:51.490Z,-4.586,122.771,8,6.1,Indonesia
2011-04-23T04:16:54.720Z,-10.375,161.2,79,6.8,Solomon Islands
2011-04-21T13:37:03.340Z,35.579,140.305,43,6.2,Japan
2011-04-18T13:03:02.730Z,-34.336,179.874,86,6.6,south of the Kermadec Islands
2011-04-13T19:57:25.420Z,39.583,143.34,22,6,Japan
2011-04-11T23:08:16.870Z,35.417,140.575,15,6.2,Japan
2011-04-11T08:16:12.730Z,37.001,140.401,11,6.6,Japan
2011-04-07T14:32:43.290Z,38.276,141.588,42,7.1,Japan
2011-04-07T13:11:22.400Z,17.208,-94.338,166.2,6.6,Mexico
2011-04-06T14:01:42.560Z,1.612,97.086,20,6,Indonesia
2011-04-03T20:06:40.390Z,-9.848,107.693,14,6.7,Indonesia
2011-04-03T14:07:09.330Z,-17.642,-178.585,551.7,6.4,Fiji region
2011-04-01T13:29:10.690Z,35.662,26.56,59.9,6,Greece
2011-03-31T07:15:30.190Z,38.922,141.821,42,6,Japan
2011-03-31T00:11:58.300Z,-16.541,-177.517,15.5,6.3,Fiji region
2011-03-29T10:54:33.200Z,37.401,142.29,15,6.1,Japan
2011-03-27T22:23:58.800Z,38.415,142.011,19,6.2,Japan
2011-03-26T22:49:40.820Z,-15.848,-179.405,6,6,Fiji region
2011-03-25T11:36:24.490Z,38.772,141.88,39,6.2,Japan
2011-03-24T13:55:12.010Z,20.687,99.822,8,6.9,Myanmar
2011-03-22T09:44:29.330Z,39.851,143.437,13,6.4,Japan
2011-03-22T09:19:06.230Z,37.325,141.791,31,6.1,Japan
2011-03-22T07:18:45.380Z,37.244,144.003,11,6.4,Japan
2011-03-20T08:26:09.580Z,18.994,121.246,27,6,Philippines
2011-03-17T04:13:56.780Z,40.136,142.168,29,6.2,Japan
2011-03-17T02:48:00.030Z,-17.275,167.826,17,6.2,Vanuatu
2011-03-15T15:23:53.850Z,40.335,143.288,18,6.1,Japan
2011-03-15T13:31:46.320Z,35.272,138.582,9,6,Japan
2011-03-15T13:27:56.630Z,37.576,142.237,28,6,Japan
2011-03-14T06:12:36.060Z,37.785,142.456,14,6,Japan
2011-03-13T01:26:04.250Z,35.723,141.637,8,6.1,Japan
2011-03-12T23:24:48.780Z,38.047,141.72,15,6.1,Japan
2011-03-12T13:15:41.650Z,37.249,141.159,38,6.1,Japan
2011-03-12T01:47:15.400Z,37.594,142.648,20,6.5,Japan
2011-03-11T20:11:24.060Z,39.005,142.633,17.4,6.1,Japan
2011-03-11T19:46:50.880Z,40.483,139.055,10,6.2,Japan
2011-03-11T19:02:59.170Z,39.342,142.872,27.1,6,Japan
2011-03-11T18:59:16.540Z,37.014,138.376,9.3,6.2,Japan
2011-03-11T15:20:08.190Z,36.398,141.864,52.8,6,Japan
2011-03-11T15:13:14.680Z,35.994,141.808,21,6.3,Japan
2011-03-11T11:36:40.920Z,39.241,142.463,25.7,6.6,Japan
2011-03-11T10:10:34.220Z,39.185,142.76,26.5,6,Japan
2011-03-11T08:33:00.780Z,39.14,142.967,27.6,6,Japan
2011-03-11T08:31:09.260Z,37.469,141.176,37.3,6,Japan
2011-03-11T08:27:51.600Z,38.017,142.657,42.8,6,Japan
2011-03-11T08:26:36.930Z,37.367,143.017,17,6.1,Japan
2011-03-11T08:19:24.380Z,36.166,141.562,6.8,6.5,Japan
2011-03-11T08:15:41.850Z,37.047,144.541,41,6.1,Japan
2011-03-11T08:12:07.260Z,36.569,141.486,39.6,6.2,Japan
2011-03-11T07:30:18.450Z,37.442,141.195,49.2,6,Japan
2011-03-11T07:29:01.830Z,39.031,142.349,45.4,6.3,Japan
2011-03-11T07:28:12.360Z,36.823,141.824,28.4,6.1,Japan
2011-03-11T07:25:36.460Z,37.934,144.529,39.5,6.1,Japan
2011-03-11T07:14:58.820Z,36.586,141.823,24.7,6.3,Japan
2011-03-11T06:59:00.270Z,37.357,144.725,35.9,6.3,Japan
2011-03-11T06:57:16.510Z,35.712,140.875,47.5,6,Japan
2011-03-11T06:49:16.610Z,37.337,144.237,47.3,6.1,Japan
2011-03-11T06:48:45.590Z,37.961,142.724,11.7,6.2,Japan
2011-03-11T06:29:15.990Z,37.812,144.233,40.6,6.1,Japan
2011-03-11T06:25:50.300Z,38.058,144.59,18.6,7.7,Japan
2011-03-11T06:23:09.480Z,39.03,142.284,56.3,6.2,Japan
2011-03-11T06:21:32.700Z,38.29,142.813,51.7,6.2,Japan
2011-03-11T06:20:04.110Z,36.004,142.067,49.3,6.5,Japan
2011-03-11T06:18:49.510Z,36.023,142.269,16,6.6,Japan
2011-03-11T06:15:40.280Z,36.281,141.111,42.6,7.9,Japan
2011-03-11T06:15:23.120Z,37.93,143.802,35,6.3,Japan
2011-03-11T06:13:01.040Z,37.211,141.601,40.1,6.2,Japan
2011-03-11T06:12:36.360Z,37.788,144.233,25.4,6.2,Japan
2011-03-11T06:08:29.660Z,38.969,143.37,2.8,6.7,Japan
2011-03-11T06:07:20.880Z,36.419,141.876,32.3,6.4,Japan
2011-03-11T06:06:13.170Z,39.003,142.29,42.7,6.3,Japan
2011-03-11T06:00:39.300Z,38.095,142.492,40.6,6.2,Japan
2011-03-11T05:58:07.490Z,37.623,142.155,50.7,6.3,Japan
2011-03-11T05:55:45.480Z,37.359,143.351,35,6.4,Japan
2011-03-11T05:54:31.940Z,37.712,141.184,32.3,6.3,Japan
2011-03-11T05:46:24.120Z,38.297,142.373,29,9.1,Japan
2011-03-10T17:08:36.860Z,-6.873,116.72,510.6,6.5,Bali Sea
2011-03-09T21:24:49.760Z,-5.985,149.777,29,6.4,Papua New Guinea
2011-03-09T21:24:01.680Z,38.296,142.808,15,6.5,Japan
2011-03-09T21:22:17.580Z,38.345,142.648,23,6,Japan
2011-03-09T18:16:16.440Z,38.315,142.434,22,6,Japan
2011-03-09T02:45:20.330Z,38.435,142.842,32,7.3,Japan
2011-03-07T00:09:36.450Z,-10.349,160.766,22,6.3,Solomon Islands
2011-03-06T14:32:36.080Z,-56.422,-27.063,87.7,6.5,South Sandwich Islands region
2011-03-06T12:31:59.780Z,-18.021,-69.362,118,6.3,Chile
2011-03-01T00:53:46.340Z,-29.701,-111.981,10,6,Easter Island region
2011-02-21T23:51:42.350Z,-43.583,172.68,5.9,6.1,South Island of New Zealand
2011-02-21T10:57:52.410Z,-26.142,178.394,558.1,6.5,south of the Fiji Islands
2011-02-20T21:43:24.150Z,55.918,162.117,33,6.1,Russia
2011-02-15T13:33:53.180Z,-2.497,121.483,16.2,6.1,Indonesia
2011-02-14T03:40:09.920Z,-35.38,-72.834,21,6.7,Chile
2011-02-13T10:35:06.740Z,-36.649,-73.176,17,6,Chile
2011-02-12T17:57:56.130Z,-20.879,-175.672,85,6.1,Tonga
2011-02-12T01:17:01.410Z,-37.027,-72.954,16,6.1,Chile
2011-02-11T20:05:30.910Z,-36.422,-72.96,26,6.9,Chile
2011-02-10T14:41:58.820Z,4.077,123.039,525,6.6,Celebes Sea
2011-02-10T14:39:27.710Z,4.195,122.974,523.2,6.5,Celebes Sea
2011-02-07T19:53:42.910Z,-7.154,155.184,415,6.4,Solomon Islands
2011-02-04T13:53:46.260Z,24.618,94.68,85,6.2,Myanmar-India border region
2011-01-31T06:03:27.300Z,-22.009,-175.622,76,6,Tonga region
2011-01-29T06:55:27.520Z,70.931,-6.657,15,6.2,Jan Mayen Island region
2011-01-27T08:38:28.340Z,28.195,59.015,10,6.2,southeastern Iran
2011-01-26T15:42:29.590Z,2.205,96.829,23,6.1,Indonesia
2011-01-24T02:45:31.520Z,38.413,72.791,110,6,Tajikistan
2011-01-18T20:23:23.480Z,28.777,63.951,68,7.2,southwestern Pakistan
2011-01-17T19:20:57.210Z,-5.03,102.647,36,6,Indonesia
2011-01-13T16:16:41.540Z,-20.628,168.471,9,7,New Caledonia
2011-01-12T21:32:53.860Z,26.973,139.882,512,6.4,Japan region
2011-01-09T17:21:51.650Z,-19.201,168.155,18,6.1,Vanuatu
2011-01-09T10:03:43.990Z,-19.155,168.312,22,6.5,Vanuatu
2011-01-05T06:46:14.630Z,-22.26,171.631,112.2,6.1,southeast of the Loyalty Islands
2011-01-02T20:20:17.780Z,-38.355,-73.326,24,7.2,Chile
2011-01-01T09:56:58.120Z,-26.803,-63.136,576.8,7,Argentina
2010-12-29T06:54:19.640Z,-19.661,168.14,16,6.4,Vanuatu
2010-12-28T08:34:17.550Z,-23.407,-179.802,551,6.3,south of the Fiji Islands
2010-12-26T02:13:37.680Z,-19.616,168.284,13,6,Vanuatu
2010-12-25T13:16:37.000Z,-19.702,167.947,16,7.3,Vanuatu region
2010-12-23T14:00:32.330Z,53.127,171.161,18,6.4,Alaska
2010-12-22T21:49:40.080Z,26.81,143.595,18,6.4,Japan region
2010-12-21T17:19:40.660Z,26.901,143.698,14,7.4,Japan region
2010-12-20T18:41:59.200Z,28.412,59.18,12,6.7,southeastern Iran
2010-12-15T11:29:30.840Z,-7.268,128.786,134.9,6,Indonesia
2010-12-13T01:14:42.320Z,-6.534,155.647,135.8,6.2,Papua New Guinea
2010-12-08T05:24:35.260Z,-56.412,-25.741,29.4,6.3,South Sandwich Islands region
2010-12-02T03:12:09.820Z,-6.001,149.977,33,6.6,Papua New Guinea
2010-12-01T16:01:27.440Z,-15.888,-178.956,15.2,6.1,Fiji region
2010-11-30T03:24:40.180Z,28.349,139.187,470,6.8,Japan region
2010-11-23T09:01:06.860Z,-5.959,148.966,68,6.1,Papua New Guinea
2010-11-21T04:36:31.440Z,-54.967,-131.479,10,6,Pacific-Antarctic Ridge
2010-11-10T04:05:24.410Z,-45.464,96.394,10,6.5,southeast Indian Ridge
2010-11-03T23:34:42.480Z,-20.466,-174.28,18,6.1,Tonga
2010-11-03T11:18:15.570Z,-4.617,134.071,10,6,Indonesia
2010-10-30T15:18:33.070Z,-56.586,-142.292,10,6.4,Pacific-Antarctic Ridge
2010-10-25T19:37:31.150Z,-2.958,100.372,26,6.3,Indonesia
2010-10-25T14:42:22.460Z,-3.487,100.082,20.1,7.8,Indonesia
2010-10-21T17:53:13.570Z,24.696,-109.156,13,6.7,Gulf of California
2010-10-08T05:43:08.070Z,2.831,128.217,120,6.2,Indonesia
2010-10-08T03:49:10.720Z,51.287,-175.18,27.7,6,Alaska
2010-10-08T03:26:13.710Z,51.374,-175.361,19,6.4,Alaska
2010-10-04T13:28:38.860Z,24.27,125.154,32,6.3,Japan
2010-09-29T17:11:25.940Z,-4.963,133.76,26,7,Indonesia
2010-09-29T17:10:51.080Z,-4.909,133.712,10,6.2,Indonesia
2010-09-26T12:12:41.710Z,-5.314,133.917,30,6,Indonesia
2010-09-17T19:21:15.010Z,36.443,70.774,220.1,6.3,Afghanistan
2010-09-09T07:28:01.720Z,-37.034,-73.412,16,6.2,Chile
2010-09-08T11:37:31.890Z,-20.671,169.818,10,6.3,Vanuatu
2010-09-07T16:13:32.060Z,-15.879,-179.306,9,6.3,Fiji region
2010-09-04T08:52:04.100Z,-17.368,-173.999,69,6.1,Tonga
2010-09-03T16:35:47.770Z,-43.522,171.83,12,7,South Island of New Zealand
2010-09-03T11:16:06.600Z,51.451,-175.87,23.5,6.5,Alaska
2010-08-24T02:11:59.090Z,18.795,-107.193,10,6.2,Mexico
2010-08-20T17:56:14.150Z,-6.57,154.246,19,6.1,Papua New Guinea
2010-08-18T16:28:15.440Z,12.234,141.514,10,6.3,Mariana Islands region
2010-08-16T19:35:49.000Z,-20.799,-178.826,603.2,6.2,Fiji region
2010-08-16T03:30:53.310Z,-17.759,65.647,9.8,6.3,Mauritius - Reunion region
2010-08-15T15:09:29.240Z,-5.692,148.342,174.7,6.3,Papua New Guinea
2010-08-14T23:01:04.090Z,12.273,141.429,13,6.6,Mariana Islands region
2010-08-14T07:30:16.940Z,12.348,141.487,10,6.2,Mariana Islands region
2010-08-13T21:19:34.090Z,12.487,141.474,16,6.9,Mariana Islands region
2010-08-12T11:54:15.580Z,-1.266,-77.306,206.7,7.1,Ecuador
2010-08-10T05:23:44.980Z,-17.541,168.069,25,7.3,Vanuatu
2010-08-04T23:48:02.070Z,45.98,153.175,27.8,6,east of the Kuril Islands
2010-08-04T22:01:43.620Z,-5.746,150.765,44,7,Papua New Guinea
2010-08-04T12:58:24.200Z,51.423,-178.649,27,6.4,Alaska
2010-08-04T07:15:33.510Z,-5.486,146.822,220,6.5,Papua New Guinea
2010-08-04T04:46:20.380Z,-26.916,-177.245,19,6,south of the Fiji Islands
2010-08-03T12:08:25.950Z,1.239,126.213,41,6.3,Molucca Sea
2010-07-30T03:56:13.710Z,52.498,159.843,23,6.3,Russia
2010-07-29T07:31:56.240Z,6.548,123.222,618,6.6,Philippines
2010-07-24T05:35:01.060Z,6.218,123.519,553,6.6,Philippines
2010-07-23T23:15:10.190Z,6.776,123.259,640.6,7.5,Philippines
2010-07-23T22:51:11.840Z,6.497,123.48,578,7.6,Philippines
2010-07-23T22:08:11.250Z,6.718,123.409,607.1,7.3,Philippines
2010-07-22T05:03:56.440Z,-15.132,168.162,6,6.1,Vanuatu
2010-07-21T09:16:04.420Z,3.039,128.222,100,6.1,Indonesia
2010-07-20T19:18:20.370Z,-5.902,150.712,24,6.3,Papua New Guinea
2010-07-18T19:48:04.540Z,52.815,-169.719,10,6,Alaska
2010-07-18T13:34:59.360Z,-5.931,150.59,35,7.3,Papua New Guinea
2010-07-18T13:04:09.410Z,-5.966,150.428,28,6.9,Papua New Guinea
2010-07-18T05:56:44.930Z,52.876,-169.848,14,6.7,Alaska
2010-07-14T08:32:21.490Z,-38.067,-73.31,22,6.6,Chile
2010-07-12T00:11:21.250Z,-22.146,-68.216,115,6.3,Chile
2010-07-10T11:43:32.790Z,11.143,145.999,13,6.3,south of the Mariana Islands
2010-07-04T21:55:51.980Z,39.697,142.369,27,6.3,Japan
2010-07-02T06:04:03.130Z,-13.643,166.485,29,6.3,Vanuatu
2010-06-30T07:22:27.690Z,16.396,-97.782,20,6.3,Mexico
2010-06-30T04:31:02.160Z,-23.307,179.116,581.4,6.4,south of the Fiji Islands
2010-06-26T05:30:19.490Z,-10.627,161.447,35,6.7,Solomon Islands
2010-06-24T05:32:27.400Z,-5.514,151.161,40,6.1,Papua New Guinea
2010-06-18T02:23:05.580Z,44.448,148.689,28,6.2,Kuril Islands
2010-06-17T13:06:46.590Z,-33.168,179.719,170.4,6,south of the Kermadec Islands
2010-06-16T03:58:08.480Z,-2.329,136.484,10.5,6.6,Indonesia
2010-06-16T03:16:27.550Z,-2.174,136.543,18,7,Indonesia
